"emp_no","title","from_date","to_date"
10383,"Engineer","1991-06-19","1997-06-18"
10383,"Senior Engineer","1997-06-18","9999-01-01"
10384,"Senior Staff","1991-01-16","9999-01-01"
10384,"Staff","1986-01-16","1991-01-16"
10385,"Engineer","1992-12-20","1998-01-23"
10386,"Engineer","1985-08-02","1994-08-02"
10386,"Senior Engineer","1994-08-02","9999-01-01"
10387,"Senior Staff","1999-01-07","9999-01-01"
10387,"Staff","1994-01-07","1999-01-07"
10388,"Staff","1999-05-28","9999-01-01"
10389,"Technique Leader","1999-05-13","9999-01-01"
10390,"Technique Leader","1989-05-17","9999-01-01"
10391,"Assistant Engineer","1993-01-28","2001-01-28"
10391,"Engineer","2001-01-28","9999-01-01"
10392,"Engineer","1992-03-01","1998-03-01"
10392,"Senior Engineer","1998-03-01","9999-01-01"
10393,"Engineer","1989-06-23","1995-06-23"
10393,"Senior Engineer","1995-06-23","9999-01-01"
10394,"Engineer","1991-03-14","1991-08-25"
10395,"Engineer","1998-08-10","2001-08-13"
10396,"Senior Engineer","1986-01-11","9999-01-01"
10397,"Technique Leader","1993-05-21","9999-01-01"
10398,"Senior Staff","1990-10-12","9999-01-01"
10399,"Staff","2000-01-26","9999-01-01"
10400,"Senior Staff","1993-10-17","9999-01-01"
10401,"Engineer","1999-10-25","2001-04-25"
10402,"Technique Leader","1987-01-02","9999-01-01"
10403,"Senior Staff","2000-09-12","2001-06-15"
10403,"Staff","1991-09-13","2000-09-12"
10404,"Engineer","1988-08-28","1996-08-28"
10404,"Senior Engineer","1996-08-28","9999-01-01"
10405,"Assistant Engineer","1998-09-26","2000-12-05"
10406,"Engineer","1996-01-26","9999-01-01"
10407,"Senior Staff","1999-10-30","9999-01-01"
10408,"Staff","1998-10-07","9999-01-01"
10409,"Engineer","1997-09-26","9999-01-01"
10410,"Staff","1993-10-16","1996-07-21"
10411,"Senior Staff","1994-09-02","9999-01-01"
10411,"Staff","1989-09-02","1994-09-02"
10412,"Engineer","1991-11-21","1996-11-20"
10412,"Senior Engineer","1996-11-20","9999-01-01"
10413,"Senior Staff","1997-12-26","9999-01-01"
10413,"Staff","1991-12-27","1997-12-26"
10414,"Senior Engineer","1990-05-30","1994-12-02"
10415,"Senior Engineer","1993-10-25","9999-01-01"
10416,"Senior Staff","1996-03-24","9999-01-01"
10416,"Staff","1989-03-24","1996-03-24"
10417,"Staff","1999-06-27","9999-01-01"
10418,"Staff","1996-10-04","9999-01-01"
10419,"Senior Staff","2000-04-25","2002-07-06"
10419,"Staff","1992-04-25","2000-04-25"
10420,"Senior Staff","1997-01-16","2000-07-09"
10420,"Staff","1988-01-17","1997-01-16"
10421,"Senior Staff","1998-04-07","9999-01-01"
10421,"Staff","1990-04-07","1998-04-07"
10422,"Engineer","1995-01-03","9999-01-01"
10423,"Staff","1999-05-27","9999-01-01"
10424,"Senior Engineer","1989-08-07","9999-01-01"
10425,"Engineer","1995-05-07","2001-05-06"
10425,"Senior Engineer","2001-05-06","2002-05-06"
10426,"Technique Leader","1985-07-06","9999-01-01"
10427,"Senior Staff","1999-10-03","9999-01-01"
10427,"Staff","1994-10-03","1999-10-03"
10428,"Senior Staff","1999-06-05","9999-01-01"
10428,"Staff","1992-06-04","1999-06-05"
10429,"Senior Engineer","1988-09-23","9999-01-01"
10430,"Senior Engineer","1998-07-05","9999-01-01"
10431,"Senior Staff","1995-10-08","9999-01-01"
10431,"Staff","1987-10-08","1995-10-08"
10432,"Senior Staff","1996-08-12","9999-01-01"
10432,"Staff","1990-08-13","1996-08-12"
10433,"Assistant Engineer","1992-11-26","1999-11-27"
10433,"Engineer","1999-11-27","9999-01-01"
10434,"Engineer","1995-06-27","2001-06-26"
10434,"Senior Engineer","2001-06-26","2002-06-22"
10435,"Engineer","1996-06-08","9999-01-01"
10436,"Senior Staff","1988-01-30","9999-01-01"
10437,"Engineer","1996-04-12","9999-01-01"
10438,"Assistant Engineer","1990-01-19","1997-01-19"
10438,"Engineer","1997-01-19","9999-01-01"
10439,"Engineer","1993-05-01","2002-05-01"
10439,"Senior Engineer","2002-05-01","9999-01-01"
10440,"Technique Leader","1997-04-04","9999-01-01"
10441,"Engineer","1988-07-12","1993-07-12"
10441,"Senior Engineer","1993-07-12","9999-01-01"
10442,"Senior Staff","1999-02-12","2001-03-13"
10442,"Staff","1992-02-12","1999-02-12"
10443,"Senior Engineer","1989-08-01","2002-07-06"
10444,"Staff","1994-10-23","9999-01-01"
10445,"Engineer","1987-11-04","1993-11-03"
10445,"Senior Engineer","1993-11-03","9999-01-01"
10446,"Engineer","1996-12-25","9999-01-01"
10447,"Assistant Engineer","1988-12-29","1997-12-29"
10447,"Engineer","1997-12-29","2000-11-15"
10448,"Senior Staff","2000-03-12","9999-01-01"
10448,"Staff","1992-03-12","2000-03-12"
10449,"Senior Staff","1994-03-28","9999-01-01"
10449,"Staff","1987-03-28","1994-03-28"
10450,"Engineer","1997-08-24","9999-01-01"
10451,"Assistant Engineer","1988-03-12","1993-03-12"
10451,"Engineer","1993-03-12","1998-03-12"
10451,"Senior Engineer","1998-03-12","9999-01-01"
10452,"Engineer","1995-11-12","2000-11-11"
10452,"Senior Engineer","2000-11-11","2001-10-11"
10453,"Senior Staff","1993-04-02","9999-01-01"
10453,"Staff","1985-04-02","1993-04-02"
10454,"Senior Staff","1989-04-16","9999-01-01"
10455,"Senior Staff","2002-02-19","9999-01-01"
10455,"Staff","1995-02-19","2002-02-19"
10456,"Staff","2000-01-06","9999-01-01"
10457,"Senior Engineer","1999-10-23","9999-01-01"
10458,"Senior Staff","2002-07-05","9999-01-01"
10458,"Staff","1994-07-05","2002-07-05"
10459,"Staff","1997-06-28","9999-01-01"
10460,"Engineer","1999-06-30","2001-04-15"
10461,"Senior Staff","1992-08-02","9999-01-01"
10461,"Staff","1987-08-03","1992-08-02"
10462,"Senior Engineer","1996-03-25","9999-01-01"
10463,"Staff","1994-02-17","9999-01-01"
10464,"Senior Staff","1999-05-21","9999-01-01"
10464,"Staff","1991-05-21","1999-05-21"
10465,"Senior Staff","2001-12-11","9999-01-01"
10465,"Staff","1994-12-11","2001-12-11"
10466,"Staff","1997-08-22","2000-08-15"
10467,"Staff","1992-05-22","1999-11-01"
10468,"Senior Staff","1998-05-28","9999-01-01"
10468,"Staff","1991-05-28","1998-05-28"
10469,"Senior Engineer","1985-06-05","9999-01-01"
10470,"Engineer","1989-09-19","1994-09-19"
10470,"Senior Engineer","1994-09-19","9999-01-01"
10471,"Senior Engineer","1990-11-18","9999-01-01"
10472,"Staff","1999-12-01","2002-01-02"
10473,"Engineer","1997-09-23","9999-01-01"
10474,"Engineer","1987-02-21","1992-02-21"
10474,"Senior Engineer","1992-02-21","9999-01-01"
10475,"Engineer","1992-05-13","1994-12-30"
10476,"Senior Staff","1994-09-20","9999-01-01"
10476,"Staff","1987-09-20","1994-09-20"
10477,"Engineer","1997-05-26","2002-05-26"
10477,"Senior Engineer","2002-05-26","9999-01-01"
10478,"Senior Staff","1992-06-09","9999-01-01"
10479,"Senior Engineer","1993-07-24","9999-01-01"
10480,"Staff","1988-05-18","1989-06-03"
10481,"Engineer","1989-10-03","1998-10-03"
10481,"Senior Engineer","1998-10-03","9999-01-01"
10482,"Engineer","1996-02-26","9999-01-01"
10483,"Assistant Engineer","1993-11-10","1998-11-10"
10483,"Engineer","1998-11-10","9999-01-01"
10484,"Senior Staff","1996-12-20","9999-01-01"
10485,"Engineer","1996-01-21","9999-01-01"
10486,"Engineer","1987-10-08","1996-10-07"
10486,"Senior Engineer","1996-10-07","9999-01-01"
10487,"Engineer","1992-08-14","2001-08-14"
10487,"Senior Engineer","2001-08-14","9999-01-01"
10488,"Engineer","1994-07-09","2002-07-09"
10488,"Senior Engineer","2002-07-09","9999-01-01"
10489,"Engineer","1989-09-10","1989-10-06"
10490,"Senior Staff","1997-11-22","9999-01-01"
10490,"Staff","1992-11-22","1997-11-22"
10491,"Senior Staff","1998-01-17","9999-01-01"
10491,"Staff","1990-01-17","1998-01-17"
10492,"Engineer","1988-04-29","1997-04-29"
10492,"Senior Engineer","1997-04-29","9999-01-01"
10493,"Senior Staff","1998-10-29","9999-01-01"
10494,"Engineer","1991-12-18","2000-12-17"
10494,"Senior Engineer","2000-12-17","9999-01-01"
10495,"Technique Leader","1989-09-24","9999-01-01"
10496,"Staff","1995-08-29","1999-01-26"
10497,"Engineer","1992-01-22","1999-01-22"
10497,"Senior Engineer","1999-01-22","9999-01-01"
10498,"Engineer","1994-03-09","9999-01-01"
10499,"Senior Staff","2001-07-31","9999-01-01"
10499,"Staff","1996-07-31","2001-07-31"
10500,"Engineer","1996-12-16","9999-01-01"
10501,"Engineer","1988-09-08","1995-09-09"
10501,"Senior Engineer","1995-09-09","9999-01-01"
10502,"Technique Leader","1993-03-04","9999-01-01"
10503,"Engineer","1997-03-13","9999-01-01"
10504,"Staff","1999-10-19","9999-01-01"
10505,"Senior Staff","1994-07-23","1998-03-26"
10505,"Staff","1985-07-23","1994-07-23"
10506,"Senior Engineer","1996-12-01","9999-01-01"
10507,"Senior Staff","1999-09-30","9999-01-01"
10507,"Staff","1990-09-30","1999-09-30"
10508,"Engineer","1991-05-01","2000-04-30"
10508,"Senior Engineer","2000-04-30","9999-01-01"
10509,"Senior Staff","1997-10-06","9999-01-01"
10509,"Staff","1992-10-06","1997-10-06"
10510,"Senior Staff","1997-04-20","9999-01-01"
10510,"Staff","1990-04-20","1997-04-20"
10511,"Assistant Engineer","1992-01-27","2000-01-27"
10511,"Engineer","2000-01-27","9999-01-01"
10512,"Senior Staff","1998-11-28","9999-01-01"
10512,"Staff","1989-11-28","1998-11-28"
10513,"Senior Staff","1997-04-01","9999-01-01"
10513,"Staff","1991-04-02","1997-04-01"
10514,"Staff","1992-04-29","1995-04-02"
10515,"Senior Staff","1997-01-06","1998-07-21"
10515,"Staff","1990-01-06","1997-01-06"
10516,"Engineer","1985-10-19","1994-10-19"
10516,"Senior Engineer","1994-10-19","9999-01-01"
10517,"Senior Staff","1990-12-25","9999-01-01"
10518,"Technique Leader","1993-09-03","9999-01-01"
10519,"Senior Staff","2000-12-05","2001-10-13"
10519,"Staff","1992-12-05","2000-12-05"
10520,"Senior Engineer","1996-09-05","9999-01-01"
10521,"Senior Staff","1997-05-11","9999-01-01"
10521,"Staff","1989-05-11","1997-05-11"
10522,"Senior Staff","1995-12-12","9999-01-01"
10522,"Staff","1986-12-12","1995-12-12"
10523,"Engineer","1989-12-23","1994-12-23"
10523,"Senior Engineer","1994-12-23","9999-01-01"
10524,"Engineer","1985-10-09","1993-10-09"
10524,"Senior Engineer","1993-10-09","9999-01-01"
10525,"Senior Staff","1990-07-08","1995-12-20"
10526,"Engineer","1988-02-27","1997-02-26"
10526,"Senior Engineer","1997-02-26","9999-01-01"
10527,"Technique Leader","1996-01-25","9999-01-01"
10528,"Senior Engineer","1993-10-28","9999-01-01"
10529,"Assistant Engineer","1997-07-04","9999-01-01"
10530,"Engineer","1987-09-23","1994-09-23"
10530,"Senior Engineer","1994-09-23","9999-01-01"
10531,"Staff","1995-03-16","9999-01-01"
10532,"Senior Staff","1993-05-18","9999-01-01"
10532,"Staff","1986-05-18","1993-05-18"
10533,"Senior Staff","1996-08-16","9999-01-01"
10533,"Staff","1990-08-17","1996-08-16"
10534,"Staff","1998-01-26","2001-03-03"
10535,"Senior Staff","1996-08-21","9999-01-01"
10535,"Staff","1991-08-22","1996-08-21"
10536,"Senior Staff","1997-10-07","9999-01-01"
10536,"Staff","1988-10-07","1997-10-07"
10537,"Senior Staff","1996-09-25","9999-01-01"
10538,"Senior Engineer","1987-07-23","1998-12-13"
10539,"Senior Staff","1990-06-05","9999-01-01"
10540,"Engineer","1994-05-03","2002-05-03"
10540,"Senior Engineer","2002-05-03","9999-01-01"
10541,"Staff","1986-02-28","1986-10-01"
10542,"Senior Engineer","1992-02-07","9999-01-01"
10543,"Staff","1998-11-24","9999-01-01"
10544,"Senior Staff","1995-04-29","9999-01-01"
10545,"Engineer","1990-06-30","1996-06-29"
10545,"Senior Engineer","1996-06-29","9999-01-01"
10546,"Senior Staff","1998-04-14","9999-01-01"
10546,"Staff","1991-04-14","1998-04-14"
10547,"Technique Leader","1988-02-14","1989-06-19"
10548,"Senior Staff","1993-07-04","9999-01-01"
10548,"Staff","1986-07-04","1993-07-04"
10549,"Engineer","1996-10-11","2001-10-11"
10549,"Senior Engineer","2001-10-11","9999-01-01"
10550,"Engineer","1985-02-03","1994-02-03"
10550,"Senior Engineer","1994-02-03","9999-01-01"
10551,"Engineer","1988-08-06","1995-08-07"
10551,"Senior Engineer","1995-08-07","9999-01-01"
10552,"Senior Engineer","1998-08-31","9999-01-01"
10553,"Engineer","1990-07-22","1996-07-21"
10553,"Senior Engineer","1996-07-21","9999-01-01"
10554,"Engineer","1990-11-28","1995-11-28"
10554,"Senior Engineer","1995-11-28","9999-01-01"
10555,"Staff","1992-05-22","1993-01-19"
10556,"Senior Staff","1997-04-15","9999-01-01"
10556,"Staff","1992-04-15","1997-04-15"
10557,"Engineer","1992-09-18","2001-09-18"
10557,"Senior Engineer","2001-09-18","9999-01-01"
10558,"Senior Engineer","1992-04-22","9999-01-01"
10559,"Staff","1999-04-05","9999-01-01"
10560,"Engineer","1996-09-03","9999-01-01"
10561,"Senior Staff","1997-06-30","9999-01-01"
10562,"Engineer","1997-07-24","2002-07-24"
10562,"Senior Engineer","2002-07-24","9999-01-01"
10563,"Engineer","1992-09-29","1999-09-30"
10563,"Senior Engineer","1999-09-30","2002-01-01"
10564,"Engineer","1995-11-23","2000-11-22"
10564,"Senior Engineer","2000-11-22","9999-01-01"
10565,"Senior Engineer","1996-08-05","9999-01-01"
10566,"Engineer","1990-08-23","1997-10-26"
10567,"Senior Staff","1997-10-18","9999-01-01"
10567,"Staff","1992-10-18","1997-10-18"
10568,"Staff","1995-07-08","9999-01-01"
10569,"Senior Staff","1996-03-12","9999-01-01"
10569,"Staff","1987-03-13","1996-03-12"
10570,"Senior Staff","1995-06-16","2000-03-25"
10570,"Staff","1986-06-16","1995-06-16"
10571,"Assistant Engineer","1985-02-24","1991-02-24"
10571,"Engineer","1991-02-24","1997-02-23"
10571,"Senior Engineer","1997-02-23","9999-01-01"
10572,"Engineer","1988-02-16","1994-02-15"
10572,"Senior Engineer","1994-02-15","9999-01-01"
10573,"Staff","1999-08-20","9999-01-01"
10574,"Senior Staff","1999-11-15","9999-01-01"
10575,"Senior Engineer","1988-10-04","2000-11-22"
10576,"Senior Staff","1991-01-03","9999-01-01"
10577,"Senior Staff","2002-07-02","9999-01-01"
10577,"Staff","1993-07-02","2002-07-02"
10578,"Senior Engineer","1989-11-24","9999-01-01"
10579,"Senior Engineer","1991-06-02","9999-01-01"
10580,"Senior Staff","1997-03-01","9999-01-01"
10580,"Staff","1991-03-02","1997-03-01"
10581,"Engineer","1994-04-13","1999-04-13"
10581,"Senior Engineer","1999-04-13","9999-01-01"
10582,"Assistant Engineer","1995-11-06","9999-01-01"
10583,"Engineer","1985-02-14","1990-02-14"
10583,"Senior Engineer","1990-02-14","1998-05-29"
10584,"Engineer","1986-02-17","1993-02-17"
10584,"Senior Engineer","1993-02-17","9999-01-01"
10585,"Senior Engineer","1991-01-09","9999-01-01"
10586,"Engineer","1992-02-04","2000-02-04"
10586,"Senior Engineer","2000-02-04","9999-01-01"
10587,"Engineer","1991-11-20","1999-11-20"
10587,"Senior Engineer","1999-11-20","9999-01-01"
10588,"Engineer","1988-07-25","1993-07-25"
10588,"Senior Engineer","1993-07-25","9999-01-01"
10589,"Senior Staff","2002-01-26","9999-01-01"
10589,"Staff","1994-01-26","2002-01-26"
10590,"Senior Staff","1995-04-09","9999-01-01"
10590,"Staff","1986-04-09","1995-04-09"
10591,"Staff","1987-06-18","1988-09-20"
10592,"Staff","1993-09-27","9999-01-01"
10593,"Engineer","1990-09-12","1999-09-12"
10593,"Senior Engineer","1999-09-12","9999-01-01"
10594,"Engineer","1988-04-02","1996-04-02"
10594,"Senior Engineer","1996-04-02","9999-01-01"
10595,"Senior Engineer","1989-11-24","9999-01-01"
10596,"Senior Staff","2001-05-23","9999-01-01"
10596,"Staff","1996-05-23","2001-05-23"
10597,"Senior Staff","1995-04-01","9999-01-01"
10597,"Staff","1990-04-01","1995-04-01"
10598,"Senior Engineer","1998-06-22","2000-09-27"
10599,"Technique Leader","1991-11-17","9999-01-01"
10600,"Senior Staff","1997-04-27","9999-01-01"
10600,"Staff","1992-04-27","1997-04-27"
10601,"Staff","1999-07-24","2002-05-09"
10602,"Staff","1989-04-23","1993-11-06"
10603,"Staff","1995-07-20","9999-01-01"
10604,"Engineer","1990-04-07","1997-04-07"
10604,"Senior Engineer","1997-04-07","9999-01-01"
10605,"Engineer","1993-07-01","1998-07-01"
10605,"Senior Engineer","1998-07-01","9999-01-01"
10606,"Engineer","1987-05-02","1992-05-01"
10606,"Senior Engineer","1992-05-01","9999-01-01"
10607,"Engineer","1996-01-13","9999-01-01"
10608,"Senior Engineer","1986-05-25","1991-06-02"
10609,"Assistant Engineer","1994-12-03","1999-12-03"
10609,"Engineer","1999-12-03","9999-01-01"
10610,"Engineer","1997-03-30","9999-01-01"
10611,"Senior Engineer","1989-09-16","9999-01-01"
10612,"Assistant Engineer","1991-09-02","1996-09-01"
10612,"Engineer","1996-09-01","2001-09-01"
10612,"Senior Engineer","2001-09-01","9999-01-01"
10613,"Staff","1997-10-13","9999-01-01"
10614,"Engineer","1990-03-03","1998-03-03"
10614,"Senior Engineer","1998-03-03","9999-01-01"
10615,"Senior Staff","2002-03-10","9999-01-01"
10615,"Staff","1996-03-10","2002-03-10"
10616,"Staff","1996-11-07","9999-01-01"
10617,"Senior Staff","1991-10-30","2001-10-03"
10618,"Engineer","1994-10-07","9999-01-01"
10619,"Senior Staff","1993-04-09","9999-01-01"
10620,"Assistant Engineer","1990-11-10","1999-11-10"
10620,"Engineer","1999-11-10","9999-01-01"
10621,"Engineer","1992-02-10","1999-02-10"
10621,"Senior Engineer","1999-02-10","9999-01-01"
10622,"Engineer","1989-05-15","1996-05-15"
10622,"Senior Engineer","1996-05-15","9999-01-01"
10623,"Engineer","1992-01-15","1999-01-15"
10623,"Senior Engineer","1999-01-15","9999-01-01"
10624,"Technique Leader","1990-05-07","9999-01-01"
10625,"Engineer","1986-07-15","1991-07-15"
10625,"Senior Engineer","1991-07-15","1995-01-13"
10626,"Staff","1996-12-03","9999-01-01"
10627,"Senior Staff","2001-03-12","9999-01-01"
10627,"Staff","1995-03-13","2001-03-12"
10628,"Assistant Engineer","1987-03-14","1994-03-14"
10628,"Engineer","1994-03-14","2001-03-14"
10628,"Senior Engineer","2001-03-14","9999-01-01"
10629,"Staff","1999-10-20","2001-12-07"
10630,"Engineer","1997-01-13","9999-01-01"
10631,"Engineer","1994-10-18","9999-01-01"
10632,"Technique Leader","1985-07-25","1987-11-20"
10633,"Staff","1997-05-16","9999-01-01"
10634,"Assistant Engineer","1990-11-11","1995-11-11"
10634,"Engineer","1995-11-11","2000-11-10"
10634,"Senior Engineer","2000-11-10","9999-01-01"
10635,"Senior Engineer","1991-09-22","1999-12-20"
10636,"Staff","1996-09-25","9999-01-01"
10637,"Senior Staff","1998-07-11","2000-01-19"
10637,"Staff","1993-07-11","1998-07-11"
10638,"Senior Staff","2000-11-09","9999-01-01"
10638,"Staff","1994-11-10","2000-11-09"
10639,"Engineer","1992-10-25","1999-10-26"
10639,"Senior Engineer","1999-10-26","9999-01-01"
10640,"Senior Staff","1992-12-04","9999-01-01"
10641,"Assistant Engineer","1993-03-21","1999-03-21"
10641,"Engineer","1999-03-21","9999-01-01"
10642,"Engineer","1998-10-05","9999-01-01"
10643,"Engineer","1987-11-11","1994-11-11"
10643,"Senior Engineer","1994-11-11","9999-01-01"
10644,"Senior Staff","1994-05-29","1995-08-25"
10644,"Staff","1985-05-29","1994-05-29"
10645,"Engineer","1988-03-01","1995-03-02"
10645,"Senior Engineer","1995-03-02","9999-01-01"
10646,"Senior Staff","2002-01-30","9999-01-01"
10646,"Staff","1996-01-31","2002-01-30"
10647,"Assistant Engineer","1997-09-03","9999-01-01"
10648,"Engineer","1988-02-16","1993-02-15"
10648,"Senior Engineer","1993-02-15","9999-01-01"
10649,"Senior Staff","1998-06-23","9999-01-01"
10650,"Assistant Engineer","1992-10-04","2000-10-04"
10650,"Engineer","2000-10-04","9999-01-01"
10651,"Senior Staff","2002-01-07","9999-01-01"
10651,"Staff","1996-01-08","2002-01-07"
10652,"Staff","1990-02-12","1992-01-13"
10653,"Senior Engineer","1987-04-30","9999-01-01"
10654,"Engineer","1990-03-25","1999-03-25"
10654,"Senior Engineer","1999-03-25","9999-01-01"
10655,"Senior Staff","1997-07-04","9999-01-01"
10656,"Engineer","1988-06-21","1993-06-21"
10656,"Senior Engineer","1993-06-21","9999-01-01"
10657,"Senior Staff","1999-03-27","9999-01-01"
10657,"Staff","1992-03-26","1999-03-27"
10658,"Senior Staff","1994-04-29","9999-01-01"
10659,"Engineer","1995-06-01","2000-05-31"
10659,"Senior Engineer","2000-05-31","9999-01-01"
10660,"Senior Engineer","1988-08-12","1991-07-12"
10661,"Senior Staff","1993-01-11","9999-01-01"
10661,"Staff","1988-01-12","1993-01-11"
10662,"Engineer","1999-12-17","9999-01-01"
10663,"Technique Leader","1993-01-23","9999-01-01"
10664,"Engineer","1989-12-24","1998-12-24"
10664,"Senior Engineer","1998-12-24","9999-01-01"
10665,"Engineer","1988-01-23","1995-01-23"
10665,"Senior Engineer","1995-01-23","2000-07-13"
10666,"Senior Staff","1998-05-20","9999-01-01"
10666,"Staff","1989-05-20","1998-05-20"
10667,"Senior Staff","1999-07-28","9999-01-01"
